일자,구분,종목번호,수량,거래대금,미수발생/변제,세전이자,수수료,연체료,상대처,변동금액,대출일,처리자,
01,,,0,,,,0,,,17954025,,,
20221124,해외증권_해외주식매도,US9229087690,1,214,,0,0.11,,,214,,,
01,,Vanguard Total Stock Market ETF,214,,,,0.01,,,4723.52,,,
20221115,배당금,A033780,1,20650,,0,0,,,20650,,,
01,,KT&G Corp,0,,,,3180,,,16490025,,,
20221108,장내_매수,A005930,10,760000,,0,114,,,760000,,,
01,,Samsung Electronics,76000,,,,0,,,16472555,,,
20221105,은행이체입금,,,1452000,,0,0,,,1452000,,,
01,,,0,,,,0,,,17232669,,,
20221020,해외배당금,USD,,11.8,,0,0,,,11.8,,,
01,,,0,,,,1.77,,,4509.64,,,
20221018,해외증권_해외주식매수,US9229087690,3,642,,0,0.32,,,642,,,
01,,Vanguard Total Stock Market ETF,214,,,,0,,,4499.61,,,
20221015,배당금,A033780,1,20300,,0,0,,,20300,,,
01,,KT&G Corp,0,,,,3126,,,15780669,,,
20221012,은행이체외화입금,USD,,1170,,0,0,,,1170,,,
01,,,0,,,,0,,,5141.93,,,
20221008,장내_매수,A033780,7,602000,,0,90,,,602000,,,
01,,KT&G Corp,86000,,,,0,,,15763495,,,
20221005,은행이체입금,,,1440000,,0,0,,,1440000,,,
01,,,0,,,,0,,,16365585,,,
20220927,배당금,A033780,1,69200,,0,0,,,69200,,,
01,,KT&G Corp,0,,,,10657,,,14925585,,,
20220922,장내_매도,A051910,2,1040000,,0,156,,,1040000,,,
01,,LG Chem,520000,,,,1872,,,14867042,,,
20220915,배당금,A033780,1,19950,,0,0,,,19950,,,
01,,KT&G Corp,0,,,,3072,,,13829070,,,
20220908,장내_매수,A068270,3,480000,,0,72,,,480000,,,
01,,Celltrion,160000,,,,0,,,13812192,,,
20220905,은행이체입금,,,1428000,,0,0,,,1428000,,,
01,,,0,,,,0,,,14292264,,,
20220820,해외배당금,USD,,11.56,,0,0,,,11.56,,,
01,,,0,,,,1.73,,,3971.93,,,
20220818,해외증권_해외주식매수,US1912161007,14,868,,0,0.43,,,868,,,
01,,Coca-Cola Co.,62,,,,0,,,3962.1,,,
20220815,배당금,A033780,1,19600,,0,0,,,19600,,,
01,,KT&G Corp,0,,,,3018,,,12864264,,,
20220812,은행이체외화입금,USD,,1154,,0,0,,,1154,,,
01,,,0,,,,0,,,4830.53,,,
20220808,장내_매수,A051910,1,520000,,0,78,,,520000,,,
01,,LG Chem,520000,,,,0,,,12847682,,,
20220805,은행이체입금,,,1416000,,0,0,,,1416000,,,
01,,,0,,,,0,,,13367760,,,
20220715,배당금,A033780,1,19250,,0,0,,,19250,,,
01,,KT&G Corp,0,,,,2964,,,11951760,,,
20220708,장내_매수,A035420,3,660000,,0,99,,,660000,,,
01,,NAVER Corp,220000,,,,0,,,11935474,,,
20220705,은행이체입금,,,1404000,,0,0,,,1404000,,,
01,,,0,,,,0,,,12595573,,,
20220624,해외배당금,USD,,55.0,,0,0,,,55.0,,,
01,,,0,,,,8.25,,,3676.53,,,
20220622,장내_매도,A033780,1,86000,,0,13,,,86000,,,
01,,KT&G Corp,86000,,,,155,,,11191573,,,
20220620,해외배당금,USD,,11.32,,0,0,,,11.32,,,
01,,,0,,,,1.7,,,3629.78,,,
20220618,해외증권_해외주식매수,US9229087690,2,428,,0,0.21,,,428,,,
01,,Vanguard Total Stock Market ETF,214,,,,0,,,3620.16,,,
20220615,배당금,A033780,1,18900,,0,0,,,18900,,,
01,,KT&G Corp,0,,,,2911,,,11105741,,,
20220612,은행이체외화입금,USD,,1138,,0,0,,,1138,,,
01,,,0,,,,0,,,4048.37,,,
20220608,장내_매수,A005930,8,608000,,0,91,,,608000,,,
01,,Samsung Electronics,76000,,,,0,,,11089752,,,
20220605,은행이체입금,,,1392000,,0,0,,,1392000,,,
01,,,0,,,,0,,,11697843,,,
20220524,해외증권_해외주식매도,US9229087690,1,214,,0,0.11,,,214,,,
01,,Vanguard Total Stock Market ETF,214,,,,0.01,,,2910.37,,,
20220515,배당금,A033780,1,18550,,0,0,,,18550,,,
01,,KT&G Corp,0,,,,2857,,,10305843,,,
20220508,장내_매수,A033780,6,516000,,0,77,,,516000,,,
01,,KT&G Corp,86000,,,,0,,,10290150,,,
20220505,은행이체입금,,,1380000,,0,0,,,1380000,,,
01,,,0,,,,0,,,10806227,,,
20220420,해외배당금,USD,,11.08,,0,0,,,11.08,,,
01,,,0,,,,1.66,,,2696.49,,,
20220418,해외증권_해외주식매수,US1912161007,11,682,,0,0.34,,,682,,,
01,,Coca-Cola Co.,62,,,,0,,,2687.07,,,
20220415,배당금,A033780,1,18200,,0,0,,,18200,,,
01,,KT&G Corp,0,,,,2803,,,9426227,,,
20220412,은행이체외화입금,USD,,1122,,0,0,,,1122,,,
01,,,0,,,,0,,,3369.41,,,
20220408,장내_매수,A068270,2,320000,,0,48,,,320000,,,
01,,Celltrion,160000,,,,0,,,9410830,,,
20220405,은행이체입금,,,1368000,,0,0,,,1368000,,,
01,,,0,,,,0,,,9730878,,,
20220328,배당금,A005930,1,84000,,0,0,,,84000,,,
01,,Samsung Electronics,0,,,,12936,,,8362878,,,
20220322,장내_매도,A035420,2,440000,,0,66,,,440000,,,
01,,NAVER Corp,220000,,,,792,,,8291814,,,
20220315,배당금,A033780,1,17850,,0,0,,,17850,,,
01,,KT&G Corp,0,,,,2749,,,7852672,,,
20220308,장내_매수,A051910,1,520000,,0,78,,,520000,,,
01,,LG Chem,520000,,,,0,,,7837571,,,
20220305,은행이체입금,,,1356000,,0,0,,,1356000,,,
01,,,0,,,,0,,,8357649,,,
20220220,해외배당금,USD,,10.84,,0,0,,,10.84,,,
01,,,0,,,,1.63,,,2247.41,,,
20220218,해외증권_해외주식매수,US9229087690,4,856,,0,0.43,,,856,,,
01,,Vanguard Total Stock Market ETF,214,,,,0,,,2238.2,,,
20220215,배당금,A033780,1,17500,,0,0,,,17500,,,
01,,KT&G Corp,0,,,,2695,,,7001649,,,
20220212,은행이체외화입금,USD,,1106,,0,0,,,1106,,,
01,,,0,,,,0,,,3094.63,,,
20220208,장내_매수,A035420,3,660000,,0,99,,,660000,,,
01,,NAVER Corp,220000,,,,0,,,6986844,,,
20220205,은행이체입금,,,1344000,,0,0,,,1344000,,,
01,,,0,,,,0,,,7646943,,,
20220115,배당금,A033780,1,17150,,0,0,,,17150,,,
01,,KT&G Corp,0,,,,2641,,,6302943,,,
20220108,장내_매수,A005930,7,532000,,0,80,,,532000,,,
01,,Samsung Electronics,76000,,,,0,,,6288434,,,
20220105,은행이체입금,,,1332000,,0,0,,,1332000,,,
01,,,0,,,,0,,,6820514,,,
20211222,장내_매도,A033780,1,82000,,0,12,,,82000,,,
01,,KT&G Corp,82000,,,,148,,,5488514,,,
20211220,해외배당금,USD,,60.5,,0,0,,,60.5,,,
01,,,0,,,,9.07,,,1988.63,,,
20211220,해외배당금,USD,,11.19,,0,0,,,11.19,,,
01,,,0,,,,1.68,,,1937.2,,,
20211218,해외증권_해외주식매수,US46138G6492,1,315,,0,0.16,,,315,,,
01,,INVESCO NASDAQ 100,315,,,,0,,,1927.69,,,
20211215,배당금,A033780,1,19700,,0,0,,,19700,,,
01,,KT&G Corp,0,,,,3034,,,5406674,,,
20211212,은행이체외화입금,USD,,1131,,0,0,,,1131,,,
01,,,0,,,,0,,,2242.85,,,
20211208,장내_매수,A033780,5,410000,,0,61,,,410000,,,
01,,KT&G Corp,82000,,,,0,,,5390008,,,
20211205,은행이체입금,,,1394000,,0,0,,,1394000,,,
01,,,0,,,,0,,,5800069,,,
20211115,배당금,A033780,1,19350,,0,0,,,19350,,,
01,,KT&G Corp,0,,,,2980,,,4406069,,,
20211108,장내_매수,A068270,4,760000,,0,114,,,760000,,,
01,,Celltrion,190000,,,,0,,,4389699,,,
20211105,은행이체입금,,,1382000,,0,0,,,1382000,,,
01,,,0,,,,0,,,5149813,,,
20211020,해외배당금,USD,,10.95,,0,0,,,10.95,,,
01,,,0,,,,1.64,,,1111.85,,,
20211018,해외증권_해외주식매수,US5801351017,2,490,,0,0.24,,,490,,,
01,,McDonald's Corp,245,,,,0,,,1102.54,,,
20211015,배당금,A033780,1,19000,,0,0,,,19000,,,
01,,KT&G Corp,0,,,,2926,,,3767813,,,
20211012,은행이체외화입금,USD,,1115,,0,0,,,1115,,,
01,,,0,,,,0,,,1592.78,,,
20211008,장내_매수,A051910,1,610000,,0,91,,,610000,,,
01,,LG Chem,610000,,,,0,,,3751739,,,
20211005,은행이체입금,,,1370000,,0,0,,,1370000,,,
01,,,0,,,,0,,,4361830,,,
20210927,배당금,A033780,1,64000,,0,0,,,64000,,,
01,,KT&G Corp,0,,,,9856,,,2991830,,,
20210922,장내_매도,A035420,1,280000,,0,42,,,280000,,,
01,,NAVER Corp,280000,,,,504,,,2937686,,,
20210915,배당금,A033780,1,18650,,0,0,,,18650,,,
01,,KT&G Corp,0,,,,2872,,,2658232,,,
20210908,장내_매수,A035420,1,280000,,0,42,,,280000,,,
01,,NAVER Corp,280000,,,,0,,,2642454,,,
20210905,은행이체입금,,,1358000,,0,0,,,1358000,,,
01,,,0,,,,0,,,2922496,,,
20210820,해외배당금,USD,,10.71,,0,0,,,10.71,,,
01,,,0,,,,1.61,,,477.78,,,
20210818,해외증권_해외주식매수,US46138G6492,2,630,,0,0.32,,,630,,,
01,,INVESCO NASDAQ 100,315,,,,0,,,468.68,,,
20210815,배당금,A033780,1,18300,,0,0,,,18300,,,
01,,KT&G Corp,0,,,,2818,,,1564496,,,
20210812,은행이체외화입금,USD,,1099,,0,0,,,1099,,,
01,,,0,,,,0,,,1099,,,
20210808,장내_매수,A005930,6,408000,,0,61,,,408000,,,
01,,Samsung Electronics,68000,,,,0,,,1549014,,,
20210805,은행이체입금,,,1346000,,0,0,,,1346000,,,
01,,,0,,,,0,,,1957075,,,
20210715,배당금,A033780,1,17950,,0,0,,,17950,,,
01,,KT&G Corp,0,,,,2764,,,611075,,,
20210708,장내_매수,A033780,9,738000,,0,111,,,738000,,,
01,,KT&G Corp,82000,,,,0,,,595889,,,
20210705,은행이체입금,,,1334000,,0,0,,,1334000,,,
01,,,0,,,,0,,,1334000,,,
